,ts_code,symbol,name,area,industry
0,000001.SZ,000001,平安银行,深圳,银行
1,000002.SZ,000002,万科A,深圳,全国地产
2,000004.SZ,000004,ST国华,深圳,软件服务
3,000005.SZ,000005,ST星源,深圳,环境保护
4,000006.SZ,000006,深振业A,深圳,区域地产
5,000007.SZ,000007,全新好,深圳,酒店餐饮
6,000008.SZ,000008,神州高铁,北京,运输设备
7,000009.SZ,000009,中国宝安,深圳,电气设备
8,000010.SZ,000010,美丽生态,深圳,建筑工程
9,000011.SZ,000011,深物业A,深圳,区域地产
10,000012.SZ,000012,南玻A,深圳,玻璃
11,000014.SZ,000014,沙河股份,深圳,全国地产
12,000016.SZ,000016,深康佳A,深圳,家用电器
13,000017.SZ,000017,深中华A,深圳,服饰
14,000019.SZ,000019,深粮控股,深圳,农业综合
15,000020.SZ,000020,深华发A,深圳,元器件
16,000021.SZ,000021,深科技,深圳,IT设备
17,000023.SZ,000023,深天地A,深圳,水泥
18,000025.SZ,000025,特力A,深圳,汽车服务
19,000026.SZ,000026,飞亚达,深圳,其他商业
20,000027.SZ,000027,深圳能源,深圳,火力发电
21,000028.SZ,000028,国药一致,深圳,医药商业
22,000029.SZ,000029,深深房A,深圳,区域地产
23,000030.SZ,000030,富奥股份,吉林,汽车配件
24,000031.SZ,000031,大悦城,深圳,全国地产
25,000032.SZ,000032,深桑达A,深圳,元器件
26,000034.SZ,000034,神州数码,深圳,综合类
27,000035.SZ,000035,中国天楹,江苏,环境保护
28,000036.SZ,000036,华联控股,深圳,全国地产
29,000037.SZ,000037,深南电A,深圳,火力发电
30,000038.SZ,000038,*ST大通,深圳,综合类
31,000039.SZ,000039,中集集团,深圳,运输设备
32,000040.SZ,000040,东旭蓝天,深圳,新型电力
33,000042.SZ,000042,中洲控股,深圳,全国地产
34,000045.SZ,000045,深纺织A,深圳,元器件
35,000046.SZ,000046,泛海控股,北京,多元金融
36,000048.SZ,000048,京基智农,深圳,区域地产
37,000049.SZ,000049,德赛电池,深圳,电气设备
38,000050.SZ,000050,深天马A,深圳,元器件
39,000055.SZ,000055,方大集团,深圳,装修装饰
40,000056.SZ,000056,皇庭国际,深圳,房产服务
41,000058.SZ,000058,深赛格,深圳,商品城
42,000059.SZ,000059,华锦股份,辽宁,石油加工
43,000060.SZ,000060,中金岭南,深圳,铅锌
44,000061.SZ,000061,农产品,深圳,农业综合
45,000062.SZ,000062,深圳华强,深圳,批发业
46,000063.SZ,000063,中兴通讯,深圳,通信设备
47,000065.SZ,000065,北方国际,北京,建筑工程
48,000066.SZ,000066,中国长城,深圳,IT设备
49,000068.SZ,000068,华控赛格,深圳,环境保护
50,000069.SZ,000069,华侨城A,深圳,旅游景点
51,000070.SZ,000070,特发信息,深圳,通信设备
52,000078.SZ,000078,海王生物,深圳,医药商业
53,000088.SZ,000088,盐田港,深圳,港口
54,000089.SZ,000089,深圳机场,深圳,机场
55,000090.SZ,000090,天健集团,深圳,建筑工程
56,000096.SZ,000096,广聚能源,深圳,石油贸易
57,000099.SZ,000099,中信海直,深圳,空运
58,000100.SZ,000100,TCL科技,广东,元器件
59,000150.SZ,000150,*ST宜康,广东,生物制药
60,000151.SZ,000151,中成股份,北京,商贸代理
61,000153.SZ,000153,丰原药业,安徽,化学制药
62,000155.SZ,000155,川能动力,四川,新型电力
63,000156.SZ,000156,华数传媒,浙江,影视音像
64,000157.SZ,000157,中联重科,湖南,工程机械
65,000158.SZ,000158,常山北明,河北,软件服务
66,000159.SZ,000159,国际实业,新疆,石油贸易
67,000166.SZ,000166,申万宏源,新疆,证券
68,000301.SZ,000301,东方盛虹,江苏,化纤
69,000333.SZ,000333,美的集团,广东,家用电器
70,000338.SZ,000338,潍柴动力,山东,汽车配件
71,000400.SZ,000400,许继电气,河南,电气设备
72,000401.SZ,000401,冀东水泥,河北,水泥
73,000402.SZ,000402,金融街,北京,全国地产
74,000403.SZ,000403,派林生物,山西,生物制药
75,000404.SZ,000404,长虹华意,江西,家用电器
76,000407.SZ,000407,胜利股份,山东,供气供热
77,000408.SZ,000408,藏格矿业,青海,农药化肥
78,000409.SZ,000409,云鼎科技,山东,软件服务
79,000410.SZ,000410,*ST沈机,辽宁,机床制造
80,000411.SZ,000411,英特集团,浙江,医药商业
81,000413.SZ,000413,东旭光电,河北,元器件
82,000415.SZ,000415,渤海租赁,新疆,多元金融
83,000416.SZ,000416,民生控股,山东,多元金融
84,000417.SZ,000417,合肥百货,安徽,百货
85,000419.SZ,000419,通程控股,湖南,百货
86,000420.SZ,000420,吉林化纤,吉林,化纤
87,000421.SZ,000421,南京公用,江苏,供气供热
88,000422.SZ,000422,湖北宜化,湖北,农药化肥
89,000423.SZ,000423,东阿阿胶,山东,中成药
90,000425.SZ,000425,徐工机械,江苏,工程机械
91,000426.SZ,000426,兴业矿业,内蒙,铅锌
92,000428.SZ,000428,华天酒店,湖南,酒店餐饮
93,000429.SZ,000429,粤高速A,广东,路桥
94,000430.SZ,000430,张家界,湖南,旅游景点
95,000488.SZ,000488,晨鸣纸业,山东,造纸
96,000498.SZ,000498,山东路桥,山东,建筑工程
97,000501.SZ,000501,武商集团,湖北,百货
98,000503.SZ,000503,国新健康,海南,软件服务
99,000504.SZ,000504,南华生物,湖南,生物制药
100,000505.SZ,000505,京粮控股,海南,食品
101,000506.SZ,000506,中润资源,山东,黄金
102,000507.SZ,000507,珠海港,广东,港口
103,000509.SZ,000509,华塑控股,四川,元器件
104,000510.SZ,000510,新金路,四川,化工原料
105,000513.SZ,000513,丽珠集团,广东,化学制药
106,000514.SZ,000514,渝开发,重庆,区域地产
107,000516.SZ,000516,国际医学,陕西,医疗保健
108,000517.SZ,000517,荣安地产,浙江,区域地产
109,000518.SZ,000518,四环生物,江苏,生物制药
110,000519.SZ,000519,中兵红箭,湖南,专用机械
111,000520.SZ,000520,长航凤凰,湖北,水运
112,000521.SZ,000521,长虹美菱,安徽,家用电器
113,000523.SZ,000523,广州浪奇,广东,日用化工
114,000524.SZ,000524,岭南控股,广东,旅游服务
115,000525.SZ,000525,ST红太阳,江苏,农药化肥
116,000526.SZ,000526,学大教育,福建,文教休闲
117,000528.SZ,000528,柳工,广西,工程机械
118,000529.SZ,000529,广弘控股,广东,出版业
119,000530.SZ,000530,冰山冷热,辽宁,机械基件
120,000531.SZ,000531,穗恒运A,广东,火力发电
121,000532.SZ,000532,华金资本,广东,多元金融
122,000533.SZ,000533,顺钠股份,广东,电气设备
123,000534.SZ,000534,万泽股份,广东,生物制药
124,000536.SZ,000536,华映科技,福建,元器件
125,000537.SZ,000537,广宇发展,天津,新型电力
126,000538.SZ,000538,云南白药,云南,中成药
127,000539.SZ,000539,粤电力A,广东,火力发电
128,000540.SZ,000540,中天金融,贵州,多元金融
129,000541.SZ,000541,佛山照明,广东,家用电器
130,000543.SZ,000543,皖能电力,安徽,火力发电
131,000544.SZ,000544,中原环保,河南,环境保护
132,000545.SZ,000545,金浦钛业,吉林,化工原料
133,000546.SZ,000546,金圆股份,吉林,环境保护
134,000547.SZ,000547,航天发展,福建,通信设备
135,000548.SZ,000548,湖南投资,湖南,路桥
136,000550.SZ,000550,江铃汽车,江西,汽车整车
137,000551.SZ,000551,创元科技,江苏,专用机械
138,000552.SZ,000552,靖远煤电,甘肃,煤炭开采
139,000553.SZ,000553,安道麦A,湖北,农药化肥
140,000554.SZ,000554,泰山石油,山东,石油贸易
141,000555.SZ,000555,神州信息,深圳,软件服务
142,000557.SZ,000557,西部创业,宁夏,铁路
143,000558.SZ,000558,莱茵体育,浙江,文教休闲
144,000559.SZ,000559,万向钱潮,浙江,汽车配件
145,000560.SZ,000560,我爱我家,云南,房产服务
146,000561.SZ,000561,烽火电子,陕西,通信设备
147,000563.SZ,000563,陕国投A,陕西,多元金融
148,000564.SZ,000564,ST大集,陕西,百货
149,000565.SZ,000565,渝三峡A,重庆,染料涂料
150,000566.SZ,000566,海南海药,海南,化学制药
151,000567.SZ,000567,海德股份,海南,多元金融
152,000568.SZ,000568,泸州老窖,四川,白酒
153,000570.SZ,000570,苏常柴A,江苏,机械基件
154,000571.SZ,000571,ST大洲,海南,煤炭开采
155,000572.SZ,000572,海马汽车,海南,汽车整车
156,000573.SZ,000573,粤宏远A,广东,区域地产
157,000576.SZ,000576,甘化科工,广东,食品
158,000581.SZ,000581,威孚高科,江苏,汽车配件
159,000582.SZ,000582,北部湾港,广西,港口
160,000584.SZ,000584,哈工智能,江苏,专用机械
161,000586.SZ,000586,汇源通信,四川,通信设备
162,000587.SZ,000587,*ST金洲,黑龙江,批发业
163,000589.SZ,000589,贵州轮胎,贵州,汽车配件
164,000590.SZ,000590,启迪药业,湖南,中成药
165,000591.SZ,000591,太阳能,重庆,新型电力
166,000592.SZ,000592,平潭发展,福建,林业
167,000593.SZ,000593,德龙汇能,四川,供气供热
168,000595.SZ,000595,宝塔实业,宁夏,机械基件
169,000596.SZ,000596,古井贡酒,安徽,白酒
170,000597.SZ,000597,东北制药,辽宁,化学制药
171,000598.SZ,000598,兴蓉环境,四川,水务
172,000599.SZ,000599,青岛双星,山东,汽车配件
173,000600.SZ,000600,建投能源,河北,火力发电
174,000601.SZ,000601,韶能股份,广东,水力发电
175,000603.SZ,000603,盛达资源,北京,铅锌
176,000605.SZ,000605,渤海股份,北京,水务
177,000606.SZ,000606,*ST顺利,青海,互联网
178,000607.SZ,000607,华媒控股,浙江,广告包装
179,000608.SZ,000608,阳光股份,广西,区域地产
180,000609.SZ,000609,中迪投资,北京,区域地产
181,000610.SZ,000610,西安旅游,陕西,旅游服务
182,000612.SZ,000612,焦作万方,河南,铝
183,000615.SZ,000615,奥园美谷,湖北,医疗保健
184,000616.SZ,000616,ST海投,辽宁,全国地产
185,000617.SZ,000617,中油资本,新疆,多元金融
186,000619.SZ,000619,海螺新材,安徽,其他建材
187,000620.SZ,000620,新华联,北京,全国地产
188,000622.SZ,000622,恒立实业,湖南,汽车配件
189,000623.SZ,000623,吉林敖东,吉林,中成药
190,000625.SZ,000625,长安汽车,重庆,汽车整车
191,000626.SZ,000626,远大控股,江苏,商贸代理
192,000627.SZ,000627,天茂集团,湖北,保险
193,000628.SZ,000628,高新发展,四川,园区开发
194,000629.SZ,000629,攀钢钒钛,四川,小金属
195,000630.SZ,000630,铜陵有色,安徽,铜
196,000631.SZ,000631,顺发恒业,吉林,区域地产
197,000632.SZ,000632,三木集团,福建,综合类
198,000633.SZ,000633,合金投资,新疆,小金属
199,000635.SZ,000635,英力特,宁夏,化工原料
200,000636.SZ,000636,风华高科,广东,元器件
201,000637.SZ,000637,茂化实华,广东,石油加工
202,000638.SZ,000638,*ST万方,吉林,软件服务
203,000639.SZ,000639,西王食品,山东,食品
204,000650.SZ,000650,仁和药业,江西,中成药
205,000651.SZ,000651,格力电器,广东,家用电器
206,000652.SZ,000652,泰达股份,天津,批发业
207,000655.SZ,000655,金岭矿业,山东,普钢
208,000656.SZ,000656,金科股份,重庆,全国地产
209,000657.SZ,000657,中钨高新,海南,小金属
210,000659.SZ,000659,珠海中富,广东,广告包装
211,000661.SZ,000661,长春高新,吉林,生物制药
212,000663.SZ,000663,永安林业,福建,林业
213,000665.SZ,000665,湖北广电,湖北,影视音像
214,000666.SZ,000666,经纬纺机,北京,多元金融
215,000667.SZ,000667,美好置业,云南,全国地产
216,000668.SZ,000668,荣丰控股,山东,医药商业
217,000669.SZ,000669,ST金鸿,吉林,供气供热
218,000671.SZ,000671,阳光城,福建,区域地产
219,000672.SZ,000672,上峰水泥,甘肃,水泥
220,000676.SZ,000676,智度股份,广东,互联网
221,000677.SZ,000677,恒天海龙,山东,化纤
222,000678.SZ,000678,襄阳轴承,湖北,汽车配件
223,000679.SZ,000679,大连友谊,辽宁,百货
224,000680.SZ,000680,山推股份,山东,工程机械
225,000681.SZ,000681,视觉中国,江苏,互联网
226,000682.SZ,000682,东方电子,山东,电气设备
227,000683.SZ,000683,远兴能源,内蒙,化工原料
228,000685.SZ,000685,中山公用,广东,水务
229,000686.SZ,000686,东北证券,吉林,证券
230,000688.SZ,000688,国城矿业,重庆,铅锌
231,000690.SZ,000690,宝新能源,广东,火力发电
232,000691.SZ,000691,亚太实业,甘肃,化工原料
233,000692.SZ,000692,惠天热电,辽宁,供气供热
234,000695.SZ,000695,滨海能源,天津,广告包装
235,000697.SZ,000697,炼石航空,陕西,航空
236,000698.SZ,000698,沈阳化工,辽宁,石油加工
237,000700.SZ,000700,模塑科技,江苏,汽车配件
238,000701.SZ,000701,厦门信达,福建,商贸代理
239,000702.SZ,000702,正虹科技,湖南,饲料
240,000703.SZ,000703,恒逸石化,广西,化纤
241,000705.SZ,000705,浙江震元,浙江,医药商业
242,000707.SZ,000707,双环科技,湖北,化工原料
243,000708.SZ,000708,中信特钢,湖北,特种钢
244,000709.SZ,000709,河钢股份,河北,普钢
245,000710.SZ,000710,贝瑞基因,四川,医疗保健
246,000711.SZ,000711,京蓝科技,黑龙江,环境保护
247,000712.SZ,000712,锦龙股份,广东,证券
248,000713.SZ,000713,丰乐种业,安徽,种植业
249,000715.SZ,000715,中兴商业,辽宁,百货
250,000716.SZ,000716,黑芝麻,广西,食品
251,000717.SZ,000717,韶钢松山,广东,普钢
252,000718.SZ,000718,苏宁环球,吉林,区域地产
253,000719.SZ,000719,中原传媒,河南,出版业
254,000720.SZ,000720,新能泰山,山东,仓储物流
255,000721.SZ,000721,西安饮食,陕西,酒店餐饮
256,000722.SZ,000722,湖南发展,湖南,其他建材
257,000723.SZ,000723,美锦能源,山西,焦炭加工
258,000725.SZ,000725,京东方A,北京,元器件
259,000726.SZ,000726,鲁泰A,山东,纺织
260,000727.SZ,000727,冠捷科技,江苏,元器件
261,000728.SZ,000728,国元证券,安徽,证券
262,000729.SZ,000729,燕京啤酒,北京,啤酒
263,000731.SZ,000731,四川美丰,四川,农药化肥
264,000732.SZ,000732,ST泰禾,福建,区域地产
265,000733.SZ,000733,振华科技,贵州,元器件
266,000735.SZ,000735,罗牛山,海南,农业综合
267,000736.SZ,000736,中交地产,重庆,全国地产
268,000737.SZ,000737,北方铜业,山西,铜
269,000738.SZ,000738,航发控制,江苏,航空
270,000739.SZ,000739,普洛药业,浙江,化学制药
271,000750.SZ,000750,国海证券,广西,证券
272,000751.SZ,000751,锌业股份,辽宁,铅锌
273,000752.SZ,000752,*ST西发,西藏,啤酒
274,000753.SZ,000753,漳州发展,福建,汽车服务
275,000755.SZ,000755,山西路桥,山西,路桥
276,000756.SZ,000756,新华制药,山东,化学制药
277,000757.SZ,000757,浩物股份,四川,汽车配件
278,000758.SZ,000758,中色股份,北京,铅锌
279,000759.SZ,000759,中百集团,湖北,超市连锁
280,000761.SZ,000761,本钢板材,辽宁,普钢
281,000762.SZ,000762,西藏矿业,西藏,小金属
282,000766.SZ,000766,通化金马,吉林,化学制药
283,000767.SZ,000767,晋控电力,山西,火力发电
284,000768.SZ,000768,中航西飞,陕西,航空
285,000776.SZ,000776,广发证券,广东,证券
286,000777.SZ,000777,中核科技,江苏,机械基件
287,000778.SZ,000778,新兴铸管,河北,钢加工
288,000779.SZ,000779,甘咨询,甘肃,建筑工程
289,000782.SZ,000782,美达股份,广东,化纤
290,000783.SZ,000783,长江证券,湖北,证券
291,000785.SZ,000785,居然之家,湖北,百货
292,000786.SZ,000786,北新建材,北京,其他建材
293,000788.SZ,000788,北大医药,重庆,化学制药
294,000789.SZ,000789,万年青,江西,水泥
295,000790.SZ,000790,华神科技,四川,中成药
296,000791.SZ,000791,甘肃电投,甘肃,水力发电
297,000792.SZ,000792,盐湖股份,青海,农药化肥
298,000793.SZ,000793,华闻集团,海南,出版业
299,000795.SZ,000795,英洛华,浙江,矿物制品
300,000796.SZ,000796,ST凯撒,海南,旅游服务
301,000797.SZ,000797,中国武夷,福建,全国地产
302,000798.SZ,000798,中水渔业,北京,渔业
303,000799.SZ,000799,酒鬼酒,湖南,白酒
304,000800.SZ,000800,一汽解放,吉林,汽车整车
305,000801.SZ,000801,四川九洲,四川,家用电器
306,000802.SZ,000802,北京文化,北京,影视音像
307,000803.SZ,000803,北清环能,四川,环境保护
308,000806.SZ,000806,*ST银河,广西,电气设备
309,000807.SZ,000807,云铝股份,云南,铝
310,000809.SZ,000809,ST新城,辽宁,区域地产
311,000810.SZ,000810,创维数字,四川,家用电器
312,000811.SZ,000811,冰轮环境,山东,工程机械
313,000812.SZ,000812,陕西金叶,陕西,广告包装
314,000813.SZ,000813,德展健康,新疆,化学制药
315,000815.SZ,000815,美利云,宁夏,造纸
316,000816.SZ,000816,智慧农业,江苏,农用机械
317,000818.SZ,000818,航锦科技,湖北,化工原料
318,000819.SZ,000819,岳阳兴长,湖南,石油加工
319,000820.SZ,000820,*ST节能,江西,环境保护
320,000821.SZ,000821,京山轻机,湖北,电气设备
321,000822.SZ,000822,山东海化,山东,化工原料
322,000823.SZ,000823,超声电子,广东,元器件
323,000825.SZ,000825,太钢不锈,山西,特种钢
324,000826.SZ,000826,启迪环境,湖北,环境保护
325,000828.SZ,000828,东莞控股,广东,路桥
326,000829.SZ,000829,天音控股,江西,其他商业
327,000830.SZ,000830,鲁西化工,山东,农药化肥
328,000831.SZ,000831,五矿稀土,山西,小金属
329,000833.SZ,000833,粤桂股份,广西,食品
330,000836.SZ,000836,富通信息,天津,通信设备
331,000837.SZ,000837,秦川机床,陕西,机床制造
332,000838.SZ,000838,财信发展,重庆,区域地产
333,000839.SZ,000839,ST国安,北京,综合类
334,000848.SZ,000848,承德露露,河北,软饮料
335,000850.SZ,000850,华茂股份,安徽,纺织
336,000851.SZ,000851,高鸿股份,贵州,通信设备
337,000852.SZ,000852,石化机械,湖北,化工机械
338,000856.SZ,000856,冀东装备,河北,专用机械
339,000858.SZ,000858,五粮液,四川,白酒
340,000859.SZ,000859,国风新材,安徽,塑料
341,000860.SZ,000860,顺鑫农业,北京,白酒
342,000861.SZ,000861,海印股份,广东,其他商业
343,000862.SZ,000862,银星能源,宁夏,新型电力
344,000863.SZ,000863,三湘印象,上海,区域地产
345,000868.SZ,000868,安凯客车,安徽,汽车整车
346,000869.SZ,000869,张裕A,山东,红黄酒
347,000875.SZ,000875,吉电股份,吉林,火力发电
348,000876.SZ,000876,新希望,四川,饲料
349,000877.SZ,000877,天山股份,新疆,水泥
350,000878.SZ,000878,云南铜业,云南,铜
351,000880.SZ,000880,潍柴重机,山东,机械基件
352,000881.SZ,000881,中广核技,辽宁,综合类
353,000882.SZ,000882,华联股份,北京,其他商业
354,000883.SZ,000883,湖北能源,湖北,火力发电
355,000885.SZ,000885,城发环境,河南,路桥
356,000886.SZ,000886,海南高速,海南,路桥
357,000887.SZ,000887,中鼎股份,安徽,汽车配件
358,000888.SZ,000888,峨眉山A,四川,旅游景点
359,000889.SZ,000889,ST中嘉,河北,通信设备
360,000890.SZ,000890,法尔胜,江苏,钢加工
361,000892.SZ,000892,欢瑞世纪,重庆,影视音像
362,000893.SZ,000893,亚钾国际,广东,农药化肥
363,000895.SZ,000895,双汇发展,河南,食品
364,000897.SZ,000897,津滨发展,天津,区域地产
365,000898.SZ,000898,鞍钢股份,辽宁,普钢
366,000899.SZ,000899,赣能股份,江西,火力发电
367,000900.SZ,000900,现代投资,湖南,路桥
368,000901.SZ,000901,航天科技,黑龙江,汽车配件
369,000902.SZ,000902,新洋丰,湖北,农药化肥
370,000903.SZ,000903,云内动力,云南,汽车配件
371,000905.SZ,000905,厦门港务,福建,港口
372,000906.SZ,000906,浙商中拓,浙江,仓储物流
373,000908.SZ,000908,景峰医药,湖南,化学制药
374,000909.SZ,000909,数源科技,浙江,综合类
375,000910.SZ,000910,大亚圣象,江苏,家居用品
376,000911.SZ,000911,南宁糖业,广西,食品
377,000912.SZ,000912,泸天化,四川,农药化肥
378,000913.SZ,000913,钱江摩托,浙江,摩托车
379,000915.SZ,000915,华特达因,山东,化学制药
380,000917.SZ,000917,电广传媒,湖南,影视音像
381,000918.SZ,000918,嘉凯城,浙江,全国地产
382,000919.SZ,000919,金陵药业,江苏,化学制药
383,000920.SZ,000920,沃顿科技,贵州,环境保护
384,000921.SZ,000921,海信家电,广东,家用电器
385,000922.SZ,000922,佳电股份,黑龙江,电气设备
386,000923.SZ,000923,河钢资源,河北,普钢
387,000925.SZ,000925,众合科技,浙江,专用机械
388,000926.SZ,000926,福星股份,湖北,区域地产
389,000927.SZ,000927,中国铁物,天津,批发业
390,000928.SZ,000928,中钢国际,吉林,建筑工程
391,000929.SZ,000929,兰州黄河,甘肃,啤酒
392,000930.SZ,000930,中粮科技,安徽,农业综合
393,000931.SZ,000931,中关村,北京,生物制药
394,000932.SZ,000932,华菱钢铁,湖南,普钢
395,000933.SZ,000933,神火股份,河南,铝
396,000935.SZ,000935,四川双马,四川,水泥
397,000936.SZ,000936,华西股份,江苏,化纤
398,000937.SZ,000937,冀中能源,河北,煤炭开采
399,000938.SZ,000938,紫光股份,北京,软件服务
400,000948.SZ,000948,南天信息,云南,软件服务
401,000949.SZ,000949,新乡化纤,河南,化纤
402,000950.SZ,000950,重药控股,重庆,医药商业
403,000951.SZ,000951,中国重汽,山东,汽车整车
404,000952.SZ,000952,广济药业,湖北,化学制药
405,000953.SZ,000953,河化股份,广西,化学制药
406,000955.SZ,000955,欣龙控股,海南,纺织
407,000957.SZ,000957,中通客车,山东,汽车整车
408,000958.SZ,000958,电投产融,河北,多元金融
409,000959.SZ,000959,首钢股份,北京,普钢
410,000960.SZ,000960,锡业股份,云南,小金属
411,000961.SZ,000961,中南建设,江苏,建筑工程
412,000962.SZ,000962,东方钽业,宁夏,小金属
413,000963.SZ,000963,华东医药,浙江,化学制药
414,000965.SZ,000965,天保基建,天津,区域地产
415,000966.SZ,000966,长源电力,湖北,火力发电
416,000967.SZ,000967,盈峰环境,浙江,环境保护
417,000968.SZ,000968,蓝焰控股,山西,石油开采
418,000969.SZ,000969,安泰科技,北京,小金属
419,000970.SZ,000970,中科三环,北京,元器件
420,000971.SZ,000971,ST高升,湖北,互联网
421,000972.SZ,000972,*ST中基,新疆,食品
422,000973.SZ,000973,佛塑科技,广东,塑料
423,000975.SZ,000975,银泰黄金,内蒙,黄金
424,000976.SZ,000976,华铁股份,广东,运输设备
425,000977.SZ,000977,浪潮信息,山东,IT设备
426,000978.SZ,000978,桂林旅游,广西,旅游景点
427,000980.SZ,000980,ST众泰,浙江,汽车配件
428,000981.SZ,000981,*ST银亿,甘肃,汽车配件
429,000982.SZ,000982,中银绒业,宁夏,纺织
430,000983.SZ,000983,山西焦煤,山西,煤炭开采
431,000985.SZ,000985,大庆华科,黑龙江,化工原料
432,000987.SZ,000987,越秀金控,广东,多元金融
433,000988.SZ,000988,华工科技,湖北,专用机械
434,000989.SZ,000989,九芝堂,湖南,中成药
435,000990.SZ,000990,诚志股份,江西,化工原料
436,000993.SZ,000993,闽东电力,福建,水力发电
437,000995.SZ,000995,*ST皇台,甘肃,白酒
438,000996.SZ,000996,中国中期,北京,汽车服务
439,000997.SZ,000997,新大陆,福建,软件服务
440,000998.SZ,000998,隆平高科,湖南,种植业
441,000999.SZ,000999,华润三九,深圳,中成药
442,001201.SZ,001201,东瑞股份,广东,农业综合
443,001202.SZ,001202,炬申股份,广东,仓储物流
444,001203.SZ,001203,大中矿业,内蒙,普钢
445,001205.SZ,001205,盛航股份,江苏,水运
446,001206.SZ,001206,依依股份,天津,造纸
447,001207.SZ,001207,联科科技,山东,化工原料
448,001208.SZ,001208,华菱线缆,湖南,电气设备
449,001209.SZ,001209,洪兴股份,广东,服饰
