,ts_code,symbol,name,area,industry
450,001210.SZ,001210,金房节能,北京,供气供热
451,001211.SZ,001211,双枪科技,浙江,家居用品
452,001212.SZ,001212,中旗新材,广东,其他建材
453,001213.SZ,001213,中铁特货,北京,仓储物流
454,001215.SZ,001215,千味央厨,河南,食品
455,001216.SZ,001216,华瓷股份,湖南,家居用品
456,001217.SZ,001217,华尔泰,安徽,化工原料
457,001218.SZ,001218,丽臣实业,湖南,化工原料
458,001219.SZ,001219,青岛食品,山东,食品
459,001226.SZ,001226,拓山重工,安徽,工程机械
460,001227.SZ,001227,兰州银行,甘肃,银行
461,001228.SZ,001228,永泰运,浙江,仓储物流
462,001234.SZ,001234,泰慕士,江苏,服饰
463,001266.SZ,001266,宏英智能,上海,电器仪表
464,001267.SZ,001267,汇绿生态,湖北,建筑工程
465,001268.SZ,001268,联合精密,广东,机械基件
466,001270.SZ,001270,铖昌科技,浙江,半导体
467,001288.SZ,001288,运机集团,四川,专用机械
468,001289.SZ,001289,龙源电力,北京,新型电力
469,001296.SZ,001296,长江材料,重庆,其他建材
470,001308.SZ,001308,康冠科技,深圳,元器件
471,001309.SZ,001309,德明利,深圳,半导体
472,001313.SZ,001313,粤海饲料,广东,饲料
473,001316.SZ,001316,润贝航科,深圳,批发业
474,001317.SZ,001317,三羊马,重庆,仓储物流
475,001318.SZ,001318,阳光乳业,江西,乳制品
476,001319.SZ,001319,铭科精技,广东,汽车配件
477,001323.SZ,001323,慕思股份,广东,家居用品
478,001696.SZ,001696,宗申动力,重庆,摩托车
479,001872.SZ,001872,招商港口,深圳,港口
480,001896.SZ,001896,豫能控股,河南,火力发电
481,001914.SZ,001914,招商积余,深圳,房产服务
482,001965.SZ,001965,招商公路,天津,路桥
483,001979.SZ,001979,招商蛇口,深圳,全国地产
484,002001.SZ,002001,新和成,浙江,化学制药
485,002002.SZ,002002,鸿达兴业,江苏,化工原料
486,002003.SZ,002003,伟星股份,浙江,服饰
487,002004.SZ,002004,华邦健康,重庆,农药化肥
488,002005.SZ,002005,ST德豪,安徽,家用电器
489,002006.SZ,002006,精功科技,浙江,专用机械
490,002007.SZ,002007,华兰生物,河南,生物制药
491,002008.SZ,002008,大族激光,深圳,电器仪表
492,002009.SZ,002009,天奇股份,江苏,工程机械
493,002010.SZ,002010,传化智联,浙江,仓储物流
494,002011.SZ,002011,盾安环境,浙江,家用电器
495,002012.SZ,002012,凯恩股份,浙江,造纸
496,002013.SZ,002013,中航机电,湖北,航空
497,002014.SZ,002014,永新股份,安徽,塑料
498,002015.SZ,002015,协鑫能科,江苏,新型电力
499,002016.SZ,002016,世荣兆业,广东,区域地产
500,002017.SZ,002017,东信和平,广东,通信设备
501,002019.SZ,002019,亿帆医药,浙江,化学制药
502,002020.SZ,002020,京新药业,浙江,化学制药
503,002021.SZ,002021,ST中捷,浙江,纺织机械
504,002022.SZ,002022,*ST科华,上海,医疗保健
505,002023.SZ,002023,海特高新,四川,航空
506,002024.SZ,002024,ST易购,江苏,电器连锁
507,002025.SZ,002025,航天电器,贵州,元器件
508,002026.SZ,002026,山东威达,山东,机械基件
509,002027.SZ,002027,分众传媒,广东,广告包装
510,002028.SZ,002028,思源电气,上海,电气设备
511,002029.SZ,002029,七匹狼,福建,服饰
512,002030.SZ,002030,达安基因,广东,医疗保健
513,002031.SZ,002031,巨轮智能,广东,汽车配件
514,002032.SZ,002032,苏泊尔,浙江,家用电器
515,002033.SZ,002033,丽江股份,云南,旅游景点
516,002034.SZ,002034,旺能环境,浙江,环境保护
517,002035.SZ,002035,华帝股份,广东,家用电器
518,002036.SZ,002036,联创电子,江西,元器件
519,002037.SZ,002037,保利联合,贵州,化工原料
520,002038.SZ,002038,双鹭药业,北京,生物制药
521,002039.SZ,002039,黔源电力,贵州,水力发电
522,002040.SZ,002040,南京港,江苏,港口
523,002041.SZ,002041,登海种业,山东,种植业
524,002042.SZ,002042,华孚时尚,安徽,纺织
525,002043.SZ,002043,兔宝宝,浙江,其他建材
526,002044.SZ,002044,美年健康,江苏,医疗保健
527,002045.SZ,002045,国光电器,广东,元器件
528,002046.SZ,002046,国机精工,河南,机械基件
529,002047.SZ,002047,宝鹰股份,深圳,装修装饰
530,002048.SZ,002048,宁波华翔,浙江,汽车配件
531,002049.SZ,002049,紫光国微,河北,元器件
532,002050.SZ,002050,三花智控,浙江,家用电器
533,002051.SZ,002051,中工国际,北京,建筑工程
534,002052.SZ,002052,*ST同洲,深圳,家用电器
535,002053.SZ,002053,云南能投,云南,食品
536,002054.SZ,002054,德美化工,广东,化工原料
537,002055.SZ,002055,得润电子,深圳,元器件
538,002056.SZ,002056,横店东磁,浙江,元器件
539,002057.SZ,002057,中钢天源,安徽,元器件
540,002058.SZ,002058,威尔泰,上海,电器仪表
541,002059.SZ,002059,云南旅游,云南,旅游景点
542,002060.SZ,002060,粤水电,广东,建筑工程
543,002061.SZ,002061,浙江交科,浙江,建筑工程
544,002062.SZ,002062,宏润建设,浙江,建筑工程
545,002063.SZ,002063,远光软件,广东,软件服务
546,002064.SZ,002064,华峰化学,浙江,化纤
547,002065.SZ,002065,东华软件,北京,软件服务
548,002066.SZ,002066,瑞泰科技,北京,其他建材
549,002067.SZ,002067,景兴纸业,浙江,造纸
550,002068.SZ,002068,黑猫股份,江西,化工原料
551,002069.SZ,002069,ST獐子岛,辽宁,渔业
552,002072.SZ,002072,*ST凯瑞,湖北,商贸代理
553,002073.SZ,002073,软控股份,山东,软件服务
554,002074.SZ,002074,国轩高科,安徽,电气设备
555,002075.SZ,002075,沙钢股份,江苏,特种钢
556,002076.SZ,002076,*ST雪莱,广东,家用电器
557,002077.SZ,002077,大港股份,江苏,半导体
558,002078.SZ,002078,太阳纸业,山东,造纸
559,002079.SZ,002079,苏州固锝,江苏,半导体
560,002080.SZ,002080,中材科技,江苏,化纤
561,002081.SZ,002081,金螳螂,江苏,装修装饰
562,002082.SZ,002082,万邦德,浙江,中成药
563,002083.SZ,002083,孚日股份,山东,纺织
564,002084.SZ,002084,海鸥住工,广东,家居用品
565,002085.SZ,002085,万丰奥威,浙江,汽车配件
566,002086.SZ,002086,ST东洋,山东,渔业
567,002087.SZ,002087,新野纺织,河南,纺织
568,002088.SZ,002088,鲁阳节能,山东,矿物制品
569,002089.SZ,002089,ST新海,江苏,通信设备
570,002090.SZ,002090,金智科技,江苏,软件服务
571,002091.SZ,002091,江苏国泰,江苏,商贸代理
572,002092.SZ,002092,中泰化学,新疆,化工原料
573,002093.SZ,002093,国脉科技,福建,通信设备
574,002094.SZ,002094,青岛金王,山东,日用化工
575,002095.SZ,002095,生意宝,浙江,互联网
576,002096.SZ,002096,南岭民爆,湖南,化工原料
577,002097.SZ,002097,山河智能,湖南,工程机械
578,002098.SZ,002098,浔兴股份,福建,服饰
579,002099.SZ,002099,海翔药业,浙江,化学制药
580,002100.SZ,002100,天康生物,新疆,饲料
581,002101.SZ,002101,广东鸿图,广东,汽车配件
582,002102.SZ,002102,ST冠福,福建,化学制药
583,002103.SZ,002103,广博股份,浙江,文教休闲
584,002104.SZ,002104,恒宝股份,江苏,元器件
585,002105.SZ,002105,信隆健康,深圳,摩托车
586,002106.SZ,002106,莱宝高科,深圳,元器件
587,002107.SZ,002107,沃华医药,山东,中成药
588,002108.SZ,002108,沧州明珠,河北,塑料
589,002109.SZ,002109,兴化股份,陕西,化工原料
590,002110.SZ,002110,三钢闽光,福建,普钢
591,002111.SZ,002111,威海广泰,山东,航空
592,002112.SZ,002112,三变科技,浙江,电气设备
593,002113.SZ,002113,ST天润,湖南,互联网
594,002114.SZ,002114,罗平锌电,云南,铅锌
595,002115.SZ,002115,三维通信,浙江,广告包装
596,002116.SZ,002116,中国海诚,上海,建筑工程
597,002117.SZ,002117,东港股份,山东,广告包装
598,002118.SZ,002118,紫鑫药业,吉林,中成药
599,002119.SZ,002119,康强电子,浙江,半导体
600,002120.SZ,002120,韵达股份,浙江,仓储物流
601,002121.SZ,002121,科陆电子,深圳,电器仪表
602,002122.SZ,002122,ST天马,浙江,机械基件
603,002123.SZ,002123,梦网科技,辽宁,互联网
604,002124.SZ,002124,天邦食品,浙江,饲料
605,002125.SZ,002125,湘潭电化,湖南,化工原料
606,002126.SZ,002126,银轮股份,浙江,汽车配件
607,002127.SZ,002127,南极电商,江苏,互联网
608,002128.SZ,002128,电投能源,内蒙,煤炭开采
609,002129.SZ,002129,TCL中环,天津,电气设备
610,002130.SZ,002130,沃尔核材,深圳,电气设备
611,002131.SZ,002131,利欧股份,浙江,互联网
612,002132.SZ,002132,恒星科技,河南,钢加工
613,002133.SZ,002133,广宇集团,浙江,全国地产
614,002134.SZ,002134,天津普林,天津,元器件
615,002135.SZ,002135,东南网架,浙江,钢加工
616,002136.SZ,002136,安纳达,安徽,化工原料
617,002137.SZ,002137,实益达,深圳,通信设备
618,002138.SZ,002138,顺络电子,深圳,元器件
619,002139.SZ,002139,拓邦股份,深圳,元器件
620,002140.SZ,002140,东华科技,安徽,建筑工程
621,002141.SZ,002141,贤丰控股,广东,电气设备
622,002142.SZ,002142,宁波银行,浙江,银行
623,002144.SZ,002144,宏达高科,浙江,纺织
624,002145.SZ,002145,中核钛白,甘肃,化工原料
625,002146.SZ,002146,荣盛发展,河北,全国地产
626,002148.SZ,002148,北纬科技,北京,互联网
627,002149.SZ,002149,西部材料,陕西,小金属
628,002150.SZ,002150,通润装备,江苏,机械基件
629,002151.SZ,002151,北斗星通,北京,通信设备
630,002152.SZ,002152,广电运通,广东,IT设备
631,002153.SZ,002153,石基信息,北京,软件服务
632,002154.SZ,002154,报喜鸟,浙江,服饰
633,002155.SZ,002155,湖南黄金,湖南,黄金
634,002156.SZ,002156,通富微电,江苏,半导体
635,002157.SZ,002157,正邦科技,江西,农业综合
636,002158.SZ,002158,汉钟精机,上海,工程机械
637,002159.SZ,002159,三特索道,湖北,旅游服务
638,002160.SZ,002160,常铝股份,江苏,铝
639,002161.SZ,002161,远望谷,深圳,通信设备
640,002162.SZ,002162,悦心健康,上海,陶瓷
641,002163.SZ,002163,海南发展,深圳,装修装饰
642,002164.SZ,002164,宁波东力,浙江,电气设备
643,002165.SZ,002165,红宝丽,江苏,化工原料
644,002166.SZ,002166,莱茵生物,广西,中成药
645,002167.SZ,002167,东方锆业,广东,小金属
646,002168.SZ,002168,惠程科技,深圳,互联网
647,002169.SZ,002169,智光电气,广东,电气设备
648,002170.SZ,002170,芭田股份,深圳,农药化肥
649,002171.SZ,002171,楚江新材,安徽,铜
650,002172.SZ,002172,澳洋健康,江苏,化纤
651,002173.SZ,002173,创新医疗,浙江,医疗保健
652,002174.SZ,002174,游族网络,福建,互联网
653,002175.SZ,002175,东方网络,广西,电器仪表
654,002176.SZ,002176,江特电机,江西,电气设备
655,002177.SZ,002177,*ST御银,广东,IT设备
656,002178.SZ,002178,延华智能,上海,软件服务
657,002179.SZ,002179,中航光电,河南,元器件
658,002180.SZ,002180,纳思达,广东,IT设备
659,002181.SZ,002181,粤传媒,广东,出版业
660,002182.SZ,002182,云海金属,江苏,小金属
661,002183.SZ,002183,怡亚通,深圳,仓储物流
662,002184.SZ,002184,海得控制,上海,软件服务
663,002185.SZ,002185,华天科技,甘肃,半导体
664,002186.SZ,002186,全聚德,北京,酒店餐饮
665,002187.SZ,002187,广百股份,广东,百货
666,002188.SZ,002188,巴士在线,浙江,房产服务
667,002189.SZ,002189,中光学,河南,元器件
668,002190.SZ,002190,成飞集成,四川,汽车配件
669,002191.SZ,002191,劲嘉股份,深圳,广告包装
670,002192.SZ,002192,融捷股份,广东,小金属
671,002193.SZ,002193,如意集团,山东,纺织
672,002194.SZ,002194,武汉凡谷,湖北,通信设备
673,002195.SZ,002195,二三四五,上海,软件服务
674,002196.SZ,002196,方正电机,浙江,纺织机械
675,002197.SZ,002197,证通电子,深圳,电器仪表
676,002198.SZ,002198,嘉应制药,广东,中成药
677,002199.SZ,002199,东晶电子,浙江,元器件
678,002200.SZ,002200,ST云投,云南,建筑工程
679,002201.SZ,002201,正威新材,江苏,玻璃
680,002202.SZ,002202,金风科技,新疆,电气设备
681,002203.SZ,002203,海亮股份,浙江,铜
682,002204.SZ,002204,大连重工,辽宁,专用机械
683,002205.SZ,002205,国统股份,新疆,其他建材
684,002206.SZ,002206,海利得,浙江,化纤
685,002207.SZ,002207,准油股份,新疆,石油开采
686,002208.SZ,002208,合肥城建,安徽,区域地产
687,002209.SZ,002209,达意隆,广东,轻工机械
688,002210.SZ,002210,飞马国际,深圳,仓储物流
689,002211.SZ,002211,ST宏达,上海,橡胶
690,002212.SZ,002212,天融信,广东,软件服务
691,002213.SZ,002213,大为股份,深圳,汽车配件
692,002214.SZ,002214,大立科技,浙江,电器仪表
693,002215.SZ,002215,诺普信,深圳,农药化肥
694,002216.SZ,002216,三全食品,河南,食品
695,002217.SZ,002217,合力泰,福建,元器件
696,002218.SZ,002218,拓日新能,深圳,电气设备
697,002219.SZ,002219,恒康医疗,甘肃,医疗保健
698,002221.SZ,002221,东华能源,江苏,石油贸易
699,002222.SZ,002222,福晶科技,福建,元器件
700,002223.SZ,002223,鱼跃医疗,江苏,医疗保健
701,002224.SZ,002224,三力士,浙江,橡胶
702,002225.SZ,002225,濮耐股份,河南,其他建材
703,002226.SZ,002226,江南化工,安徽,化工原料
704,002227.SZ,002227,奥特迅,深圳,电气设备
705,002228.SZ,002228,合兴包装,福建,广告包装
706,002229.SZ,002229,鸿博股份,福建,广告包装
707,002230.SZ,002230,科大讯飞,安徽,软件服务
708,002231.SZ,002231,奥维通信,辽宁,通信设备
709,002232.SZ,002232,启明信息,吉林,软件服务
710,002233.SZ,002233,塔牌集团,广东,水泥
711,002234.SZ,002234,民和股份,山东,农业综合
712,002235.SZ,002235,安妮股份,福建,造纸
713,002236.SZ,002236,大华股份,浙江,电器仪表
714,002237.SZ,002237,恒邦股份,山东,黄金
715,002238.SZ,002238,天威视讯,深圳,影视音像
716,002239.SZ,002239,奥特佳,江苏,汽车配件
717,002240.SZ,002240,盛新锂能,四川,小金属
718,002241.SZ,002241,歌尔股份,山东,元器件
719,002242.SZ,002242,九阳股份,山东,家用电器
720,002243.SZ,002243,力合科创,深圳,塑料
721,002244.SZ,002244,滨江集团,浙江,区域地产
722,002245.SZ,002245,蔚蓝锂芯,江苏,电气设备
723,002246.SZ,002246,北化股份,四川,化工原料
724,002247.SZ,002247,聚力文化,浙江,其他建材
725,002248.SZ,002248,华东数控,山东,机床制造
726,002249.SZ,002249,大洋电机,广东,电气设备
727,002250.SZ,002250,联化科技,浙江,化工原料
728,002251.SZ,002251,步步高,湖南,超市连锁
729,002252.SZ,002252,上海莱士,上海,生物制药
730,002253.SZ,002253,川大智胜,四川,软件服务
731,002254.SZ,002254,泰和新材,山东,化纤
732,002255.SZ,002255,海陆重工,江苏,专用机械
733,002256.SZ,002256,兆新股份,深圳,新型电力
734,002258.SZ,002258,利尔化学,四川,农药化肥
735,002259.SZ,002259,ST升达,四川,供气供热
736,002261.SZ,002261,拓维信息,湖南,软件服务
737,002262.SZ,002262,恩华药业,江苏,化学制药
738,002263.SZ,002263,大东南,浙江,塑料
739,002264.SZ,002264,新华都,福建,超市连锁
740,002265.SZ,002265,西仪股份,云南,汽车配件
741,002266.SZ,002266,浙富控股,浙江,环境保护
742,002267.SZ,002267,陕天然气,陕西,供气供热
743,002268.SZ,002268,卫士通,四川,软件服务
744,002269.SZ,002269,美邦服饰,上海,服饰
745,002270.SZ,002270,华明装备,山东,电气设备
746,002271.SZ,002271,东方雨虹,北京,其他建材
747,002272.SZ,002272,川润股份,四川,机械基件
748,002273.SZ,002273,水晶光电,浙江,元器件
749,002274.SZ,002274,华昌化工,江苏,农药化肥
750,002275.SZ,002275,桂林三金,广西,中成药
751,002276.SZ,002276,万马股份,浙江,电气设备
752,002277.SZ,002277,友阿股份,湖南,百货
753,002278.SZ,002278,神开股份,上海,化工机械
754,002279.SZ,002279,久其软件,北京,软件服务
755,002280.SZ,002280,联络互动,浙江,软件服务
756,002281.SZ,002281,光迅科技,湖北,通信设备
757,002282.SZ,002282,博深股份,河北,轻工机械
758,002283.SZ,002283,天润工业,山东,汽车配件
759,002284.SZ,002284,亚太股份,浙江,汽车配件
760,002285.SZ,002285,世联行,深圳,房产服务
761,002286.SZ,002286,保龄宝,山东,食品
762,002287.SZ,002287,奇正藏药,西藏,中成药
763,002288.SZ,002288,超华科技,广东,元器件
764,002289.SZ,002289,宇顺电子,深圳,元器件
765,002290.SZ,002290,禾盛新材,江苏,家用电器
766,002291.SZ,002291,星期六,广东,广告包装
767,002292.SZ,002292,奥飞娱乐,广东,影视音像
768,002293.SZ,002293,罗莱生活,江苏,纺织
769,002294.SZ,002294,信立泰,深圳,化学制药
770,002295.SZ,002295,精艺股份,广东,铜
771,002296.SZ,002296,辉煌科技,河南,通信设备
772,002297.SZ,002297,博云新材,湖南,矿物制品
773,002298.SZ,002298,中电兴发,安徽,软件服务
774,002299.SZ,002299,圣农发展,福建,农业综合
775,002300.SZ,002300,太阳电缆,福建,电气设备
776,002301.SZ,002301,齐心集团,深圳,文教休闲
777,002302.SZ,002302,西部建设,新疆,水泥
778,002303.SZ,002303,美盈森,深圳,造纸
779,002304.SZ,002304,洋河股份,江苏,白酒
780,002305.SZ,002305,南国置业,湖北,区域地产
781,002306.SZ,002306,中科云网,北京,互联网
782,002307.SZ,002307,北新路桥,新疆,建筑工程
783,002308.SZ,002308,威创股份,广东,IT设备
784,002309.SZ,002309,ST中利,江苏,电气设备
785,002310.SZ,002310,东方园林,北京,建筑工程
786,002311.SZ,002311,海大集团,广东,饲料
787,002312.SZ,002312,川发龙蟒,四川,化工原料
788,002313.SZ,002313,*ST日海,深圳,通信设备
789,002314.SZ,002314,南山控股,深圳,区域地产
790,002315.SZ,002315,焦点科技,江苏,互联网
791,002316.SZ,002316,*ST亚联,深圳,软件服务
792,002317.SZ,002317,众生药业,广东,中成药
793,002318.SZ,002318,久立特材,浙江,特种钢
794,002319.SZ,002319,乐通股份,广东,染料涂料
795,002320.SZ,002320,海峡股份,海南,水运
796,002321.SZ,002321,ST华英,河南,农业综合
797,002322.SZ,002322,理工能科,浙江,软件服务
798,002323.SZ,002323,雅博股份,山东,建筑工程
799,002324.SZ,002324,普利特,上海,塑料
800,002325.SZ,002325,洪涛股份,深圳,装修装饰
801,002326.SZ,002326,永太科技,浙江,化工原料
802,002327.SZ,002327,富安娜,深圳,纺织
803,002328.SZ,002328,新朋股份,上海,汽车配件
804,002329.SZ,002329,皇氏集团,广西,乳制品
805,002330.SZ,002330,得利斯,山东,食品
806,002331.SZ,002331,皖通科技,安徽,软件服务
807,002332.SZ,002332,仙琚制药,浙江,生物制药
808,002333.SZ,002333,罗普斯金,江苏,铝
809,002334.SZ,002334,英威腾,深圳,电气设备
810,002335.SZ,002335,科华数据,福建,电气设备
811,002336.SZ,002336,人人乐,深圳,超市连锁
812,002337.SZ,002337,赛象科技,天津,化工机械
813,002338.SZ,002338,奥普光电,吉林,电器仪表
814,002339.SZ,002339,积成电子,山东,电气设备
815,002340.SZ,002340,格林美,深圳,小金属
816,002341.SZ,002341,新纶新材,深圳,化工原料
817,002342.SZ,002342,巨力索具,河北,机械基件
818,002343.SZ,002343,慈文传媒,浙江,影视音像
819,002344.SZ,002344,海宁皮城,浙江,商品城
820,002345.SZ,002345,潮宏基,广东,服饰
821,002346.SZ,002346,柘中股份,上海,电气设备
822,002347.SZ,002347,泰尔股份,安徽,机械基件
823,002348.SZ,002348,高乐股份,广东,文教休闲
824,002349.SZ,002349,精华制药,江苏,中成药
825,002350.SZ,002350,北京科锐,北京,电气设备
826,002351.SZ,002351,漫步者,深圳,IT设备
827,002352.SZ,002352,顺丰控股,深圳,仓储物流
828,002353.SZ,002353,杰瑞股份,山东,化工机械
829,002354.SZ,002354,天娱数科,辽宁,互联网
830,002355.SZ,002355,兴民智通,山东,汽车配件
831,002356.SZ,002356,赫美集团,深圳,其他商业
832,002357.SZ,002357,富临运业,四川,公路
833,002358.SZ,002358,ST森源,河南,电气设备
834,002360.SZ,002360,同德化工,山西,化工原料
835,002361.SZ,002361,神剑股份,安徽,化工原料
836,002362.SZ,002362,汉王科技,北京,软件服务
837,002363.SZ,002363,隆基机械,山东,汽车配件
838,002364.SZ,002364,中恒电气,浙江,电气设备
839,002365.SZ,002365,永安药业,湖北,化学制药
840,002366.SZ,002366,*ST海核,四川,专用机械
841,002367.SZ,002367,康力电梯,江苏,运输设备
842,002368.SZ,002368,太极股份,北京,软件服务
843,002369.SZ,002369,卓翼科技,深圳,通信设备
844,002370.SZ,002370,亚太药业,浙江,化学制药
845,002371.SZ,002371,北方华创,北京,半导体
846,002372.SZ,002372,伟星新材,浙江,其他建材
847,002373.SZ,002373,千方科技,北京,软件服务
848,002374.SZ,002374,中锐股份,山东,广告包装
849,002375.SZ,002375,亚厦股份,浙江,装修装饰
850,002376.SZ,002376,新北洋,山东,IT设备
851,002377.SZ,002377,国创高新,湖北,房产服务
852,002378.SZ,002378,章源钨业,江西,小金属
853,002379.SZ,002379,宏创控股,山东,铝
854,002380.SZ,002380,科远智慧,江苏,电气设备
855,002381.SZ,002381,双箭股份,浙江,橡胶
856,002382.SZ,002382,蓝帆医疗,山东,医疗保健
857,002383.SZ,002383,合众思壮,北京,通信设备
858,002384.SZ,002384,东山精密,江苏,元器件
859,002385.SZ,002385,大北农,北京,饲料
860,002386.SZ,002386,天原股份,四川,化工原料
861,002387.SZ,002387,维信诺,江苏,元器件
862,002388.SZ,002388,新亚制程,深圳,元器件
863,002389.SZ,002389,航天彩虹,浙江,航空
864,002390.SZ,002390,信邦制药,贵州,中成药
865,002391.SZ,002391,长青股份,江苏,农药化肥
866,002392.SZ,002392,北京利尔,北京,其他建材
867,002393.SZ,002393,力生制药,天津,化学制药
868,002394.SZ,002394,联发股份,江苏,纺织
869,002395.SZ,002395,双象股份,江苏,塑料
870,002396.SZ,002396,星网锐捷,福建,通信设备
871,002397.SZ,002397,梦洁股份,湖南,纺织
872,002398.SZ,002398,垒知集团,福建,其他建材
873,002399.SZ,002399,海普瑞,深圳,化学制药
874,002400.SZ,002400,省广集团,广东,广告包装
875,002401.SZ,002401,中远海科,上海,软件服务
876,002402.SZ,002402,和而泰,深圳,元器件
877,002403.SZ,002403,爱仕达,浙江,家用电器
878,002404.SZ,002404,嘉欣丝绸,浙江,纺织
879,002405.SZ,002405,四维图新,北京,软件服务
880,002406.SZ,002406,远东传动,河南,汽车配件
881,002407.SZ,002407,多氟多,河南,化工原料
882,002408.SZ,002408,齐翔腾达,山东,化工原料
883,002409.SZ,002409,雅克科技,江苏,化工原料
884,002410.SZ,002410,广联达,北京,软件服务
885,002411.SZ,002411,*ST必康,陕西,化学制药
886,002412.SZ,002412,汉森制药,湖南,中成药
887,002413.SZ,002413,雷科防务,江苏,通信设备
888,002414.SZ,002414,高德红外,湖北,电器仪表
889,002415.SZ,002415,海康威视,浙江,电器仪表
890,002416.SZ,002416,爱施德,深圳,电器连锁
891,002417.SZ,002417,*ST深南,深圳,软件服务
892,002418.SZ,002418,康盛股份,浙江,家用电器
893,002419.SZ,002419,天虹股份,深圳,百货
894,002420.SZ,002420,毅昌科技,广东,家用电器
895,002421.SZ,002421,达实智能,深圳,软件服务
896,002422.SZ,002422,科伦药业,四川,化学制药
